,1 Hz,,2 Hz,,5 Hz,,10 Hz,,20Hz,,50 Hz,,100 Hz,,200 Hz,,250 Hz,,500 Hz,frequesncy,EPSC Gain,
0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,0.0051056448846,4.098105094E-12,,,
0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,0.0051076785069,4.227279957E-12,,,
0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,0.005109770988,4.265533486E-12,,,
0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,0.0051117868529,4.312430492E-12,,,
0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,0.0051137235629,4.361478444E-12,,,
0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,0.005115714781,4.413275045E-12,,,
0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,0.0051178186089,4.464367733E-12,,,
0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,0.0051199027158,4.512706175E-12,,,
0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,0.0051218753809,4.562344065E-12,,,
0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,0.0051238325648,4.615595878E-12,,,
0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,0.0051259089651,4.669970228E-12,,,
0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,0.0051280461436,4.722022253E-12,,,
0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,0.0051300851543,4.772802643E-12,,,
0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,0.0051320383476,4.826899038E-12,,,
0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,0.0051340639447,4.883654252E-12,,,
0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,0.0051362158855,4.939850414E-12,,,
0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,0.0051383330271,4.993236258E-12,,,
0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,0.0051403230165,5.048032431E-12,,,
0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,0.0051423050841,5.106383596E-12,,,
0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,0.0051444257662,5.166053304E-12,,,
0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,0.0051466043784,5.223503948E-12,,,
0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,0.0051486666073,5.279722395E-12,,,
0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,0.0051506399462,5.339150227E-12,,,
0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,0.0051527016358,5.401274413E-12,,,
0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,0.0051548984773,5.463168349E-12,,,
0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,0.0051570468993,5.522344638E-12,,,
0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,0.0051590577212,5.582827244E-12,,,
0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,0.0051610685596,5.646671891E-12,,,
0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,0.0051632317485,5.712170907E-12,,,
0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,0.0051654481326,5.775761604E-12,,,
0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,0.005167535586,5.838116995E-12,,,
0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,0.0051695344665,5.903334329E-12,,,
0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,0.0051716332473,5.971326294E-12,,,
0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,0.0051738703078,6.039586172E-12,,,
0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,0.0051760491512,6.105358116E-12,,,
0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,0.0051780861189,6.17211779E-12,,,
0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,0.0051801298155,6.241960644E-12,,,
0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,0.0051823320519,6.31389595E-12,,,
0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,0.0051845822584,6.38442155E-12,,,
0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,0.0051866982743,6.453658218E-12,,,
0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,0.0051887288032,6.525232808E-12,,,
0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,0.0051908646218,6.599694116E-12,,,
0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,0.0051931363429,6.675039367E-12,,,
0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,0.0051953455519,6.748243181E-12,,,
0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,0.0051974149081,6.821964632E-12,,,
0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,0.0051994952476,6.898448155E-12,,,
0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,0.0052017321636,6.977500874E-12,,,
0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,0.0052040125802,7.055784187E-12,,,
0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,0.0052061613591,7.132707015E-12,,,
0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,0.0052082297405,7.211357777E-12,,,
0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,0.0052104018817,7.459957152E-12,,,
0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,0.0052128834378,7.345669007E-12,,,
0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,0.0052155561291,7.473752972E-12,,,
0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,0.0052177959972,7.566351427E-12,,,
0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,0.0052199295582,7.649265757E-12,,,
0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,0.0052220650303,7.73430562E-12,,,
0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,0.0052243183118,7.822070069E-12,,,
0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,0.0052266148687,7.910239334E-12,,,
0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,0.0052288178957,7.997400501E-12,,,
0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,0.0052309545406,8.08543539E-12,,,
0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,0.005233162609,8.342034682E-12,,,
0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,0.0052356403028,8.236956243E-12,,,
0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,0.0052383604519,8.539129156E-12,,,
0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,0.0052407617061,8.596800117E-12,,,
0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,0.0052434588483,8.674512943E-12,,,
